symbol,as_of_date,weight,expected_return,sector,optimizer
CTA-PA,2022-01-31,0.050000,-0.034746,Basic Materials,sparse_qp
MRK,2022-01-31,0.050000,-0.042114,Healthcare,sparse_qp
PFE,2022-01-31,0.050000,-0.044497,Healthcare,sparse_qp
ELC,2022-01-31,0.050000,-0.055910,Utilities,sparse_qp
SPG-PJ,2022-01-31,0.050000,-0.061219,Real Estate,sparse_qp
SCHW-PD,2022-01-31,0.050000,-0.068376,Financial Services,sparse_qp
IPB,2022-01-31,0.050000,-0.069024,Financial Services,sparse_qp
CME,2022-01-31,0.050000,-0.071310,Financial Services,sparse_qp
QVCGP,2022-01-31,0.050000,-0.074372,Consumer Cyclical,sparse_qp
USB-PA,2022-01-31,0.050000,-0.074566,Financial Services,sparse_qp
HUM,2022-01-31,0.050000,-0.072795,Healthcare,sparse_qp
AZN,2022-01-31,0.050000,-0.077190,Healthcare,sparse_qp
ET-PI,2022-01-31,0.050000,-0.079731,Energy,sparse_qp
PSNY,2022-01-31,0.050000,-0.082511,Consumer Cyclical,sparse_qp
AKO-A,2022-01-31,0.050000,-0.079967,Consumer Defensive,sparse_qp
WFC-PY,2022-01-31,0.050000,-0.096123,Financial Services,sparse_qp
SUZ,2022-01-31,0.050000,-0.089727,Basic Materials,sparse_qp
ABBV,2022-01-31,0.050000,-0.091112,Healthcare,sparse_qp
WBX,2022-01-31,0.047882,-0.079611,Technology,sparse_qp
KT,2022-01-31,0.029042,-0.099750,Communication Services,sparse_qp
CPNG,2022-01-31,0.023076,-0.095583,Consumer Cyclical,sparse_qp
IPB,2022-02-28,0.050014,-0.028715,Financial Services,sparse_qp
CTA-PA,2022-02-28,0.050014,-0.042045,Basic Materials,sparse_qp
CCZ,2022-02-28,0.050014,-0.044442,Communication Services,sparse_qp
SCHW-PD,2022-02-28,0.050014,-0.050046,Financial Services,sparse_qp
SPG-PJ,2022-02-28,0.050014,-0.047622,Real Estate,sparse_qp
PCG-PA,2022-02-28,0.050014,-0.053810,Utilities,sparse_qp
ELC,2022-02-28,0.050014,-0.056016,Utilities,sparse_qp
HUM,2022-02-28,0.050014,-0.069257,Healthcare,sparse_qp
WFC-PY,2022-02-28,0.050014,-0.074089,Financial Services,sparse_qp
PSKY,2022-02-28,0.050014,-0.054112,Communication Services,sparse_qp
ZS,2022-02-28,0.050014,-0.059748,Technology,sparse_qp
MRK,2022-02-28,0.050014,-0.075741,Healthcare,sparse_qp
CME,2022-02-28,0.050014,-0.078757,Financial Services,sparse_qp
BBDO,2022-02-28,0.050014,-0.071956,Financial Services,sparse_qp
QVCGP,2022-02-28,0.050014,-0.083077,Consumer Cyclical,sparse_qp
BALL,2022-02-28,0.050014,-0.085177,Consumer Cyclical,sparse_qp
FITBP,2022-02-28,0.050014,-0.095702,Financial Services,sparse_qp
LMT,2022-02-28,0.050014,-0.096853,Industrials,sparse_qp
BAC-PB,2022-02-28,0.050014,-0.099300,Financial Services,sparse_qp
SNAP,2022-02-28,0.025737,-0.064997,Communication Services,sparse_qp
TEF,2022-02-28,0.024002,-0.096664,Communication Services,sparse_qp
CCZ,2022-03-31,0.050000,0.003682,Communication Services,sparse_qp
IPB,2022-03-31,0.050000,-0.010436,Financial Services,sparse_qp
AVAL,2022-03-31,0.050000,-0.000862,Financial Services,sparse_qp
CTA-PA,2022-03-31,0.050000,-0.029510,Basic Materials,sparse_qp
SPG-PJ,2022-03-31,0.050000,-0.041244,Real Estate,sparse_qp
PCG-PA,2022-03-31,0.050000,-0.044170,Utilities,sparse_qp
SCHW-PD,2022-03-31,0.050000,-0.046482,Financial Services,sparse_qp
ELC,2022-03-31,0.050000,-0.057877,Utilities,sparse_qp
BALL,2022-03-31,0.050000,-0.068172,Consumer Cyclical,sparse_qp
WBX,2022-03-31,0.050000,-0.050742,Technology,sparse_qp
WFC-PY,2022-03-31,0.050000,-0.076444,Financial Services,sparse_qp
EA,2022-03-31,0.050000,-0.074044,Technology,sparse_qp
MRK,2022-03-31,0.050000,-0.077816,Healthcare,sparse_qp
LMT,2022-03-31,0.050000,-0.082389,Industrials,sparse_qp
FITBP,2022-03-31,0.050000,-0.084519,Financial Services,sparse_qp
PSKY,2022-03-31,0.050000,-0.076462,Communication Services,sparse_qp
BAC-PB,2022-03-31,0.050000,-0.092096,Financial Services,sparse_qp
ET-PI,2022-03-31,0.050000,-0.091153,Energy,sparse_qp
PFE,2022-03-31,0.050000,-0.091135,Healthcare,sparse_qp
TAK,2022-03-31,0.025344,-0.095018,Healthcare,sparse_qp
HUM,2022-03-31,0.024656,-0.091563,Healthcare,sparse_qp
CCZ,2022-04-30,0.050000,0.006697,Communication Services,sparse_qp
HOLO,2022-04-30,0.050000,-0.012552,Technology,sparse_qp
IPB,2022-04-30,0.050000,-0.013521,Financial Services,sparse_qp
AVAL,2022-04-30,0.050000,-0.023014,Financial Services,sparse_qp
SCHW-PD,2022-04-30,0.050000,-0.047233,Financial Services,sparse_qp
CTA-PA,2022-04-30,0.050000,-0.052002,Basic Materials,sparse_qp
SPG-PJ,2022-04-30,0.050000,-0.058048,Real Estate,sparse_qp
ELC,2022-04-30,0.050000,-0.062979,Utilities,sparse_qp
FITBP,2022-04-30,0.050000,-0.067617,Financial Services,sparse_qp
PCG-PA,2022-04-30,0.050000,-0.070695,Utilities,sparse_qp
ET-PI,2022-04-30,0.050000,-0.072574,Energy,sparse_qp
LMT,2022-04-30,0.050000,-0.076589,Industrials,sparse_qp
CTA-PB,2022-04-30,0.050000,-0.081166,Basic Materials,sparse_qp
WBX,2022-04-30,0.050000,-0.066360,Technology,sparse_qp
C-PN,2022-04-30,0.050000,-0.091236,Financial Services,sparse_qp
BAC-PB,2022-04-30,0.050000,-0.091471,Financial Services,sparse_qp
WFC-PY,2022-04-30,0.050000,-0.091659,Financial Services,sparse_qp
TBB,2022-04-30,0.050000,-0.091702,Communication Services,sparse_qp
BALL,2022-04-30,0.050000,-0.090541,Consumer Cyclical,sparse_qp
PSKY,2022-04-30,0.050000,-0.081378,Communication Services,sparse_qp
IPB,2022-05-31,0.050000,-0.006810,Financial Services,sparse_qp
HOLO,2022-05-31,0.050000,-0.013931,Technology,sparse_qp
CCZ,2022-05-31,0.050000,-0.022820,Communication Services,sparse_qp
PCG-PB,2022-05-31,0.050000,-0.032751,Utilities,sparse_qp
AVAL,2022-05-31,0.050000,-0.052594,Financial Services,sparse_qp
SCHW-PD,2022-05-31,0.050000,-0.075887,Financial Services,sparse_qp
ET-PI,2022-05-31,0.050000,-0.074841,Energy,sparse_qp
CTA-PA,2022-05-31,0.050000,-0.075999,Basic Materials,sparse_qp
CTA-PB,2022-05-31,0.050000,-0.075955,Basic Materials,sparse_qp
SPG-PJ,2022-05-31,0.050000,-0.078259,Real Estate,sparse_qp
PSKY,2022-05-31,0.050000,-0.067530,Communication Services,sparse_qp
C-PN,2022-05-31,0.050000,-0.089875,Financial Services,sparse_qp
TBB,2022-05-31,0.050000,-0.090237,Communication Services,sparse_qp
LMT,2022-05-31,0.050000,-0.093080,Industrials,sparse_qp
ALL-PB,2022-05-31,0.050000,-0.098195,Financial Services,sparse_qp
PCG-PA,2022-05-31,0.050000,-0.100266,Utilities,sparse_qp
LHX,2022-05-31,0.050000,-0.101898,Industrials,sparse_qp
FITBP,2022-05-31,0.050000,-0.104999,Financial Services,sparse_qp
DUKB,2022-05-31,0.050000,-0.105099,Utilities,sparse_qp
AGNCM,2022-05-31,0.028216,-0.107926,Real Estate,sparse_qp
TAK,2022-05-31,0.015222,-0.108301,Healthcare,sparse_qp
SNY,2022-05-31,0.006563,-0.108741,Healthcare,sparse_qp
HOLO,2022-06-30,0.050000,-0.014335,Technology,sparse_qp
IPB,2022-06-30,0.050000,-0.020083,Financial Services,sparse_qp
CCZ,2022-06-30,0.050000,-0.035284,Communication Services,sparse_qp
PCG-PB,2022-06-30,0.050000,-0.046049,Utilities,sparse_qp
CTA-PB,2022-06-30,0.050000,-0.060684,Basic Materials,sparse_qp
CTA-PA,2022-06-30,0.050000,-0.065593,Basic Materials,sparse_qp
SPG-PJ,2022-06-30,0.050000,-0.078047,Real Estate,sparse_qp
C-PN,2022-06-30,0.050000,-0.085363,Financial Services,sparse_qp
SCHW-PD,2022-06-30,0.050000,-0.089095,Financial Services,sparse_qp
TBB,2022-06-30,0.050000,-0.094820,Communication Services,sparse_qp
ET-PI,2022-06-30,0.050000,-0.096408,Energy,sparse_qp
AVAL,2022-06-30,0.050000,-0.084073,Financial Services,sparse_qp
TAK,2022-06-30,0.050000,-0.102529,Healthcare,sparse_qp
FITBP,2022-06-30,0.050000,-0.105963,Financial Services,sparse_qp
DUKB,2022-06-30,0.050000,-0.114842,Utilities,sparse_qp
LMT,2022-06-30,0.050000,-0.116082,Industrials,sparse_qp
AKO-A,2022-06-30,0.050000,-0.109805,Consumer Defensive,sparse_qp
SNY,2022-06-30,0.050000,-0.119559,Healthcare,sparse_qp
CME,2022-06-30,0.046446,-0.119884,Financial Services,sparse_qp
AGNCP,2022-06-30,0.028165,-0.122852,Real Estate,sparse_qp
MS-PE,2022-06-30,0.025388,-0.123418,Financial Services,sparse_qp
HOLO,2022-07-31,0.050000,-0.012493,Technology,sparse_qp
IPB,2022-07-31,0.050000,-0.024605,Financial Services,sparse_qp
PCG-PB,2022-07-31,0.050000,-0.040318,Utilities,sparse_qp
CCZ,2022-07-31,0.050000,-0.044330,Communication Services,sparse_qp
CTA-PB,2022-07-31,0.050000,-0.057243,Basic Materials,sparse_qp
CTA-PA,2022-07-31,0.050000,-0.070693,Basic Materials,sparse_qp
SPG-PJ,2022-07-31,0.050000,-0.072315,Real Estate,sparse_qp
C-PN,2022-07-31,0.050000,-0.083237,Financial Services,sparse_qp
SCHW-PD,2022-07-31,0.050000,-0.085563,Financial Services,sparse_qp
AVAL,2022-07-31,0.050000,-0.078736,Financial Services,sparse_qp
TBB,2022-07-31,0.050000,-0.092471,Communication Services,sparse_qp
TAK,2022-07-31,0.050000,-0.100676,Healthcare,sparse_qp
ET-PI,2022-07-31,0.050000,-0.097626,Energy,sparse_qp
FITBP,2022-07-31,0.050000,-0.104533,Financial Services,sparse_qp
AKO-A,2022-07-31,0.050000,-0.108521,Consumer Defensive,sparse_qp
DUKB,2022-07-31,0.050000,-0.117877,Utilities,sparse_qp
LMT,2022-07-31,0.050000,-0.119544,Industrials,sparse_qp
SNY,2022-07-31,0.050000,-0.118666,Healthcare,sparse_qp
ABBV,2022-07-31,0.046062,-0.120463,Healthcare,sparse_qp
BAC-PB,2022-07-31,0.031200,-0.122322,Financial Services,sparse_qp
CME,2022-07-31,0.014559,-0.119565,Financial Services,sparse_qp
CMS-PB,2022-07-31,0.008179,-0.122055,Utilities,sparse_qp
HOLO,2022-08-31,0.050000,-0.013299,Technology,sparse_qp
PCG-PB,2022-08-31,0.050000,-0.017741,Utilities,sparse_qp
IPB,2022-08-31,0.050000,-0.021286,Financial Services,sparse_qp
CCZ,2022-08-31,0.050000,-0.050327,Communication Services,sparse_qp
CTA-PA,2022-08-31,0.050000,-0.066861,Basic Materials,sparse_qp
CTA-PB,2022-08-31,0.050000,-0.075267,Basic Materials,sparse_qp
C-PN,2022-08-31,0.050000,-0.085114,Financial Services,sparse_qp
SPG-PJ,2022-08-31,0.050000,-0.080960,Real Estate,sparse_qp
SCHW-PD,2022-08-31,0.050000,-0.088901,Financial Services,sparse_qp
AVAL,2022-08-31,0.050000,-0.076812,Financial Services,sparse_qp
TBB,2022-08-31,0.050000,-0.091606,Communication Services,sparse_qp
ET-PI,2022-08-31,0.050000,-0.090934,Energy,sparse_qp
TAK,2022-08-31,0.050000,-0.096207,Healthcare,sparse_qp
FITBP,2022-08-31,0.050000,-0.109245,Financial Services,sparse_qp
SNY,2022-08-31,0.050000,-0.114793,Healthcare,sparse_qp
DUKB,2022-08-31,0.050000,-0.118174,Utilities,sparse_qp
MS-PE,2022-08-31,0.050000,-0.118528,Financial Services,sparse_qp
AKO-A,2022-08-31,0.050000,-0.113607,Consumer Defensive,sparse_qp
BAC-PB,2022-08-31,0.038920,-0.121731,Financial Services,sparse_qp
CME,2022-08-31,0.028144,-0.119035,Financial Services,sparse_qp
BMY,2022-08-31,0.021884,-0.121314,Healthcare,sparse_qp
TLK,2022-08-31,0.011052,-0.120497,Communication Services,sparse_qp
PCG-PB,2022-09-30,0.050000,-0.000104,Utilities,sparse_qp
IPB,2022-09-30,0.050000,-0.008036,Financial Services,sparse_qp
CCZ,2022-09-30,0.050000,-0.006936,Communication Services,sparse_qp
SPG-PJ,2022-09-30,0.050000,-0.015513,Real Estate,sparse_qp
TAK,2022-09-30,0.050000,-0.012582,Healthcare,sparse_qp
CTA-PB,2022-09-30,0.050000,-0.017904,Basic Materials,sparse_qp
ET-PI,2022-09-30,0.050000,-0.019092,Energy,sparse_qp
CTA-PA,2022-09-30,0.050000,-0.019811,Basic Materials,sparse_qp
TBB,2022-09-30,0.050000,-0.022658,Communication Services,sparse_qp
C-PN,2022-09-30,0.050000,-0.024265,Financial Services,sparse_qp
KT,2022-09-30,0.050000,-0.017627,Communication Services,sparse_qp
MRK,2022-09-30,0.050000,-0.018434,Healthcare,sparse_qp
SCHW-PD,2022-09-30,0.050000,-0.026871,Financial Services,sparse_qp
SNY,2022-09-30,0.050000,-0.022645,Healthcare,sparse_qp
BMY,2022-09-30,0.050000,-0.024802,Healthcare,sparse_qp
CME,2022-09-30,0.050000,-0.023073,Financial Services,sparse_qp
AVAL,2022-09-30,0.045887,-0.011156,Financial Services,sparse_qp
BIP,2022-09-30,0.045323,-0.024462,Utilities,sparse_qp
PBR-A,2022-09-30,0.023755,-0.016078,Energy,sparse_qp
HOLO,2022-09-30,0.023203,-0.017731,Technology,sparse_qp
DUKB,2022-09-30,0.021413,-0.028647,Utilities,sparse_qp
JNJ,2022-09-30,0.018080,-0.026811,Healthcare,sparse_qp
BCH,2022-09-30,0.011213,-0.020851,Financial Services,sparse_qp
PHI,2022-09-30,0.011126,-0.024479,Communication Services,sparse_qp
PCG-PB,2022-10-31,0.050101,0.002535,Utilities,sparse_qp
CCZ,2022-10-31,0.050101,-0.008464,Communication Services,sparse_qp
IPB,2022-10-31,0.050101,-0.011944,Financial Services,sparse_qp
CHT,2022-10-31,0.050101,-0.011911,Communication Services,sparse_qp
CTA-PA,2022-10-31,0.050101,-0.017087,Basic Materials,sparse_qp
SPG-PJ,2022-10-31,0.050101,-0.018527,Real Estate,sparse_qp
CTA-PB,2022-10-31,0.050101,-0.017414,Basic Materials,sparse_qp
TAK,2022-10-31,0.050101,-0.016554,Healthcare,sparse_qp
ET-PI,2022-10-31,0.050101,-0.019891,Energy,sparse_qp
C-PN,2022-10-31,0.050101,-0.025119,Financial Services,sparse_qp
KT,2022-10-31,0.050101,-0.018061,Communication Services,sparse_qp
TBB,2022-10-31,0.050101,-0.025924,Communication Services,sparse_qp
MRK,2022-10-31,0.050101,-0.021086,Healthcare,sparse_qp
PBR-A,2022-10-31,0.050101,-0.007575,Energy,sparse_qp
SCHW-PD,2022-10-31,0.050101,-0.029624,Financial Services,sparse_qp
BMY,2022-10-31,0.048720,-0.026253,Healthcare,sparse_qp
SNY,2022-10-31,0.043537,-0.023832,Healthcare,sparse_qp
TRV,2022-10-31,0.041370,-0.023610,Financial Services,sparse_qp
AVAL,2022-10-31,0.036352,-0.012005,Financial Services,sparse_qp
TLK,2022-10-31,0.034225,-0.025589,Communication Services,sparse_qp
JNJ,2022-10-31,0.022253,-0.027555,Healthcare,sparse_qp
BCH,2022-10-31,0.022033,-0.019428,Financial Services,sparse_qp
PCG-PB,2022-11-30,0.050244,0.002106,Utilities,sparse_qp
CCZ,2022-11-30,0.050244,-0.005375,Communication Services,sparse_qp
IPB,2022-11-30,0.050244,-0.013226,Financial Services,sparse_qp
CHT,2022-11-30,0.050244,-0.014786,Communication Services,sparse_qp
CTA-PA,2022-11-30,0.050244,-0.016262,Basic Materials,sparse_qp
CTA-PB,2022-11-30,0.050244,-0.018954,Basic Materials,sparse_qp
SPG-PJ,2022-11-30,0.050244,-0.019878,Real Estate,sparse_qp
ET-PI,2022-11-30,0.050244,-0.019540,Energy,sparse_qp
PBR-A,2022-11-30,0.050244,-0.004961,Energy,sparse_qp
KT,2022-11-30,0.050244,-0.019397,Communication Services,sparse_qp
TAK,2022-11-30,0.050244,-0.025579,Healthcare,sparse_qp
C-PN,2022-11-30,0.050244,-0.025958,Financial Services,sparse_qp
CME,2022-11-30,0.050244,-0.024875,Financial Services,sparse_qp
BMY,2022-11-30,0.050244,-0.025603,Healthcare,sparse_qp
MS-PE,2022-11-30,0.050244,-0.031983,Financial Services,sparse_qp
MRK,2022-11-30,0.050244,-0.027247,Healthcare,sparse_qp
MCK,2022-11-30,0.048365,-0.024402,Healthcare,sparse_qp
MO,2022-11-30,0.034793,-0.024939,Consumer Defensive,sparse_qp
AVAL,2022-11-30,0.031012,-0.016109,Financial Services,sparse_qp
JNJ,2022-11-30,0.029093,-0.029161,Healthcare,sparse_qp
SNY,2022-11-30,0.019363,-0.026711,Healthcare,sparse_qp
SKM,2022-11-30,0.010538,-0.017744,Communication Services,sparse_qp
TRV,2022-11-30,0.009700,-0.026531,Financial Services,sparse_qp
HCTI,2022-11-30,0.008015,-0.013694,Healthcare,sparse_qp
TLK,2022-11-30,0.005222,-0.028062,Communication Services,sparse_qp
CDT,2022-12-31,0.050380,-0.009016,Healthcare,sparse_qp
CCZ,2022-12-31,0.050380,-0.004777,Communication Services,sparse_qp
PCG-PB,2022-12-31,0.050380,-0.003491,Utilities,sparse_qp
IPB,2022-12-31,0.050380,-0.013021,Financial Services,sparse_qp
CHT,2022-12-31,0.050380,-0.012183,Communication Services,sparse_qp
CTA-PA,2022-12-31,0.050380,-0.016249,Basic Materials,sparse_qp
PBR-A,2022-12-31,0.050380,0.006353,Energy,sparse_qp
ET-PI,2022-12-31,0.050380,-0.017395,Energy,sparse_qp
SPG-PJ,2022-12-31,0.050380,-0.018383,Real Estate,sparse_qp
SKM,2022-12-31,0.050380,-0.013014,Communication Services,sparse_qp
KT,2022-12-31,0.050380,-0.012517,Communication Services,sparse_qp
CTA-PB,2022-12-31,0.050380,-0.019866,Basic Materials,sparse_qp
TAK,2022-12-31,0.050380,-0.019331,Healthcare,sparse_qp
C-PN,2022-12-31,0.050380,-0.025390,Financial Services,sparse_qp
BMY,2022-12-31,0.050380,-0.023458,Healthcare,sparse_qp
CME,2022-12-31,0.050380,-0.021908,Financial Services,sparse_qp
AVAL,2022-12-31,0.048789,-0.004774,Financial Services,sparse_qp
MO,2022-12-31,0.035031,-0.021886,Consumer Defensive,sparse_qp
JNJ,2022-12-31,0.034599,-0.027619,Healthcare,sparse_qp
VALE,2022-12-31,0.027151,-0.009326,Basic Materials,sparse_qp
BBD,2022-12-31,0.026364,-0.009673,Financial Services,sparse_qp
CNSP,2022-12-31,0.008755,-0.024573,Healthcare,sparse_qp
HCTI,2022-12-31,0.007411,-0.007416,Healthcare,sparse_qp
TRV,2022-12-31,0.005823,-0.023935,Financial Services,sparse_qp
BBDO,2023-01-31,0.050307,0.061414,Financial Services,sparse_qp
UNH,2023-01-31,0.050307,0.050081,Healthcare,sparse_qp
WF,2023-01-31,0.050307,0.052861,Financial Services,sparse_qp
GSK,2023-01-31,0.050307,0.047596,Healthcare,sparse_qp
SHG,2023-01-31,0.050307,0.051330,Financial Services,sparse_qp
CI,2023-01-31,0.050307,0.048807,Financial Services,sparse_qp
ELV,2023-01-31,0.050307,0.049975,Healthcare,sparse_qp
LMT,2023-01-31,0.050307,0.041722,Industrials,sparse_qp
SNY,2023-01-31,0.050307,0.043937,Healthcare,sparse_qp
PSA,2023-01-31,0.050307,0.048934,Real Estate,sparse_qp
CL,2023-01-31,0.050307,0.039441,Consumer Defensive,sparse_qp
NOC,2023-01-31,0.050307,0.042820,Industrials,sparse_qp
KB,2023-01-31,0.046642,0.050246,Financial Services,sparse_qp
DUK,2023-01-31,0.041661,0.040619,Utilities,sparse_qp
NEM,2023-01-31,0.040615,0.044951,Basic Materials,sparse_qp
VRTX,2023-01-31,0.039063,0.045680,Healthcare,sparse_qp
LYG,2023-01-31,0.033074,0.060076,Financial Services,sparse_qp
LHX,2023-01-31,0.032780,0.041239,Industrials,sparse_qp
GIS,2023-01-31,0.032341,0.036175,Consumer Defensive,sparse_qp
SAN,2023-01-31,0.026400,0.060737,Financial Services,sparse_qp
RSG,2023-01-31,0.021580,0.041027,Industrials,sparse_qp
CNP,2023-01-31,0.018115,0.045032,Utilities,sparse_qp
CVS,2023-01-31,0.015961,0.044654,Healthcare,sparse_qp
ABBV,2023-01-31,0.013952,0.035759,Healthcare,sparse_qp
ITUB,2023-01-31,0.012947,0.051920,Financial Services,sparse_qp
AMGN,2023-01-31,0.010788,0.035245,Healthcare,sparse_qp
PG,2023-01-31,0.010392,0.040293,Consumer Defensive,sparse_qp
BBDO,2023-02-28,0.050303,0.069559,Financial Services,sparse_qp
GSK,2023-02-28,0.050303,0.048654,Healthcare,sparse_qp
KB,2023-02-28,0.050303,0.064906,Financial Services,sparse_qp
SHG,2023-02-28,0.050303,0.061879,Financial Services,sparse_qp
NOC,2023-02-28,0.050303,0.049419,Industrials,sparse_qp
WF,2023-02-28,0.050303,0.059804,Financial Services,sparse_qp
CL,2023-02-28,0.050303,0.044824,Consumer Defensive,sparse_qp
ELV,2023-02-28,0.050303,0.051620,Healthcare,sparse_qp
LHX,2023-02-28,0.050303,0.047857,Industrials,sparse_qp
UNH,2023-02-28,0.050303,0.048717,Healthcare,sparse_qp
ITUB,2023-02-28,0.050303,0.063538,Financial Services,sparse_qp
GIS,2023-02-28,0.050303,0.039359,Consumer Defensive,sparse_qp
MRK,2023-02-28,0.050303,0.039392,Healthcare,sparse_qp
WFC,2023-02-28,0.050303,0.057334,Financial Services,sparse_qp
WM,2023-02-28,0.050303,0.043370,Industrials,sparse_qp
LMT,2023-02-28,0.050303,0.043988,Industrials,sparse_qp
AMT,2023-02-28,0.038005,0.053444,Real Estate,sparse_qp
NEM,2023-02-28,0.033015,0.047057,Basic Materials,sparse_qp
RTX,2023-02-28,0.032712,0.051540,Industrials,sparse_qp
BAC,2023-02-28,0.026959,0.056163,Financial Services,sparse_qp
HOLO,2023-02-28,0.025163,0.073862,Technology,sparse_qp
ENIC,2023-02-28,0.018318,0.058681,Utilities,sparse_qp
SAN,2023-02-28,0.015478,0.062108,Financial Services,sparse_qp
DE,2023-02-28,0.005508,0.053204,Industrials,sparse_qp
WF,2023-03-31,0.050379,0.063382,Financial Services,sparse_qp
SHG,2023-03-31,0.050379,0.064634,Financial Services,sparse_qp
AVAL,2023-03-31,0.050379,0.057653,Financial Services,sparse_qp
KB,2023-03-31,0.050379,0.063833,Financial Services,sparse_qp
LHX,2023-03-31,0.050379,0.045983,Industrials,sparse_qp
YPF,2023-03-31,0.050379,0.081636,Energy,sparse_qp
NEM,2023-03-31,0.050379,0.048788,Basic Materials,sparse_qp
TD,2023-03-31,0.050379,0.048748,Financial Services,sparse_qp
WM,2023-03-31,0.050379,0.034850,Industrials,sparse_qp
LMT,2023-03-31,0.050379,0.036769,Industrials,sparse_qp
SAN,2023-03-31,0.050379,0.065375,Financial Services,sparse_qp
RY,2023-03-31,0.050379,0.044794,Financial Services,sparse_qp
BMO,2023-03-31,0.050379,0.050613,Financial Services,sparse_qp
NOC,2023-03-31,0.050379,0.036559,Industrials,sparse_qp
AMGN,2023-03-31,0.050379,0.029101,Healthcare,sparse_qp
GILD,2023-03-31,0.050379,0.035947,Healthcare,sparse_qp
WFC,2023-03-31,0.047898,0.053438,Financial Services,sparse_qp
MRK,2023-03-31,0.037774,0.027815,Healthcare,sparse_qp
WEC,2023-03-31,0.023989,0.035335,Utilities,sparse_qp
BTI,2023-03-31,0.019837,0.035914,Consumer Defensive,sparse_qp
CVS,2023-03-31,0.016891,0.038006,Healthcare,sparse_qp
FCX,2023-03-31,0.014285,0.076440,Basic Materials,sparse_qp
ENIC,2023-03-31,0.012848,0.052335,Utilities,sparse_qp
AEE,2023-03-31,0.010175,0.037320,Utilities,sparse_qp
QXO,2023-03-31,0.005147,0.038349,Technology,sparse_qp
GSK,2023-03-31,0.005095,0.030891,Healthcare,sparse_qp
KB,2023-04-30,0.050362,0.061380,Financial Services,sparse_qp
SHG,2023-04-30,0.050362,0.058796,Financial Services,sparse_qp
NEM,2023-04-30,0.050362,0.045981,Basic Materials,sparse_qp
FCX,2023-04-30,0.050362,0.081307,Basic Materials,sparse_qp
XEL,2023-04-30,0.050362,0.036221,Utilities,sparse_qp
TD,2023-04-30,0.050362,0.044334,Financial Services,sparse_qp
QCOM,2023-04-30,0.050362,0.061509,Technology,sparse_qp
WF,2023-04-30,0.050362,0.051518,Financial Services,sparse_qp
RY,2023-04-30,0.050362,0.041330,Financial Services,sparse_qp
LHX,2023-04-30,0.050362,0.033549,Industrials,sparse_qp
DUKB,2023-04-30,0.050362,0.020598,Utilities,sparse_qp
SAN,2023-04-30,0.050362,0.060169,Financial Services,sparse_qp
WEC,2023-04-30,0.049163,0.033589,Utilities,sparse_qp
AEE,2023-04-30,0.047011,0.035305,Utilities,sparse_qp
AVAL,2023-04-30,0.044311,0.044751,Financial Services,sparse_qp
ED,2023-04-30,0.040196,0.030859,Utilities,sparse_qp
YPF,2023-04-30,0.038595,0.067595,Energy,sparse_qp
IX,2023-04-30,0.030877,0.039802,Financial Services,sparse_qp
TKC,2023-04-30,0.027378,0.033381,Communication Services,sparse_qp
ON,2023-04-30,0.024820,0.077921,Technology,sparse_qp
QXO,2023-04-30,0.016883,0.034105,Technology,sparse_qp
CNH,2023-04-30,0.014349,0.061472,Industrials,sparse_qp
BAX,2023-04-30,0.013958,0.034437,Healthcare,sparse_qp
CNSP,2023-04-30,0.013094,0.100428,Healthcare,sparse_qp
AEP,2023-04-30,0.013054,0.034207,Utilities,sparse_qp
ASML,2023-04-30,0.012576,0.073176,Technology,sparse_qp
ENIC,2023-04-30,0.009391,0.046435,Utilities,sparse_qp
WF,2023-05-31,0.050088,0.072545,Financial Services,sparse_qp
SHG,2023-05-31,0.050088,0.071188,Financial Services,sparse_qp
KB,2023-05-31,0.050088,0.071419,Financial Services,sparse_qp
NEM,2023-05-31,0.050088,0.063488,Basic Materials,sparse_qp
LHX,2023-05-31,0.050088,0.051756,Industrials,sparse_qp
LMT,2023-05-31,0.050088,0.047928,Industrials,sparse_qp
BAC-PN,2023-05-31,0.050088,0.044064,Financial Services,sparse_qp
IX,2023-05-31,0.050088,0.052002,Financial Services,sparse_qp
CL,2023-05-31,0.050088,0.041083,Consumer Defensive,sparse_qp
NOC,2023-05-31,0.050088,0.046924,Industrials,sparse_qp
BPYPO,2023-05-31,0.050088,0.046212,Real Estate,sparse_qp
PPL,2023-05-31,0.050088,0.050236,Utilities,sparse_qp
MRK,2023-05-31,0.044196,0.038126,Healthcare,sparse_qp
BAC-PS,2023-05-31,0.036043,0.041352,Financial Services,sparse_qp
YPF,2023-05-31,0.034964,0.071004,Energy,sparse_qp
TEO,2023-05-31,0.033046,0.064017,Communication Services,sparse_qp
AMGN,2023-05-31,0.032824,0.039915,Healthcare,sparse_qp
RTX,2023-05-31,0.032695,0.051752,Industrials,sparse_qp
JKS,2023-05-31,0.030392,0.072179,Energy,sparse_qp
ASML,2023-05-31,0.030077,0.073291,Technology,sparse_qp
BBVA,2023-05-31,0.025214,0.063636,Financial Services,sparse_qp
BSX,2023-05-31,0.022256,0.046279,Healthcare,sparse_qp
GDS,2023-05-31,0.017580,0.090115,Technology,sparse_qp
CNSP,2023-05-31,0.012884,0.108469,Healthcare,sparse_qp
KMB,2023-05-31,0.010289,0.038806,Consumer Defensive,sparse_qp
